gene	CZJE_PBMC	G4YW_CD8_TE	G4YW_MAIT	G4YW_VD2+	G4YW_VD2-	G4YW_TFH	G4YW_Treg	G4YW_Th1	G4YW_Th1/Th17	G4YW_Th17	G4YW_Th2	G4YW_CD4_naive	G4YW_Progenitor	G4YW_B_naive	G4YW_B_NSM	G4YW_B_Ex	G4YW_B_SM	G4YW_Plasmablasts	G4YW_C_mono	G4YW_I_mono	G4YW_NC_mono	G4YW_NK	G4YW_pDC	G4YW_mDC	G4YW_Neutrophils	G4YW_Basophils	DZQV_PBMC	925L_PBMC	9JD4_PBMC	G4YW_PBMC	4DUY_PBMC	36TS_PBMC	CR3L_PBMC
HCRTR2	0.8352088	0.932459	0.6184761	3.01153	2.49964	2.0483217	0.6073153	2.2327851	0.650258	1.0999004	1.442067	1.57912	2.6569614	1.371618332	1.9948	1.185588246	2.0808277	0.615872	1.6194886	0.5638246	2.8585109	2.064124	3.209175	1.179614	3.2576639	4.800004	1.56002	0.483166	0.5813857	0.6299065	0.48256	1.4495254	0.8272911
OC90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PASK	0	0	0	0	0	0	0	0	0	0	0	0	0	2.80383	1.52883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NADSYN1	0	0	0	0	0.340854	0	0.183823	0.387867	0	0.107156	0.70978	0	0.0957784	0.566748	0.305108	1.12174	1.02998	0.299437	0	0	0	0.0866925	0	0.277934	0.529912	0	0	0	0	0	0	0	0
LOC101929596	0	0	0	0	0	0	2.46852	0	0	0	0	0	0	0	1.35442	1.05923	5.52673	0.649005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASF1B	0	0	0	0	0	0	0	0	0	1.98834	2.2062	0	0	0	4.70037	3.68295	2.86032	0.452335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFT122	0	0	0	0	0	0	0	0	0	0.383739	0.850345	0	0	0	1.45563	0.285505	1.84555	0.705959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGCLL1	29.251104	31.064271	45.437415	34.07496	40.03528967	30.539744	37.800149	28.967807	35.56517	35.414846	26.76386018	13.364189	23.07273116	183.73918	171.11788	211.7892687	227.453417	151.525632	2.757639	2.15432601	2.081184099	26.51420147	190.316951	18.069627	1.161337	5.81072	40.371311	39.478112	35.06857	53.14223686	21.718956	20.71416874	52.98174103
PRKD3	1.22924	0	0.920728	2.00184	0.53052	1.85692	2.9582	2.12471	0	1.41026	1.04279	0.637473	0	4.62316	8.72989	2.5192	2.27511	2.58557	0.444184	1.93253	2.78448	0.384516	0.770115	0.912033	1.38902	2.0064	0	2.48776	0.330345	0	0.923995	0.972102	0
LOC100288842	32.642542	22.419748	28.142001	26.585488	27.839439	28.20845	40.42762	37.75444	33.343153	14.518144	18.754	33.88071	20.172706	35.59377	26.07754	26.653437	43.896902	10.471102	15.938275	16.74691	15.122486	13.4358	30.92201	15.782721	7.58141	7.81728	18.819277	26.68567	29.903712	21.2365	15.54754	15.260761	24.23879
WDR59	1.26989	0	1.07063	0	0	1.28694	0	0	0.211312	0	0	0	0.600662	3.36235	0	1.67889	1.29779	1.45804	0	0	0.213778	0	3.51903	0.194409	0	0	0.45081	0.168088	0	0	0	0	0
LOC100506844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OSBPL2	0	0	0	0.0881899	0	0.0963423	0	0	0	0	0	0	0.0754767	0	0.0800787	0	0.0810927	0	0	0	0.0801917	0	0	0	0	0.228587	0	0.0632854	0	0	0	0	0
REN	118.4450406	76.00836794	72.49729103	92.42699	50.914195	79.142506	96.396922	116.906678	134.548529	130.6392468	111.431333	81.96977352	131.092204	50.79308877	63.85627251	45.37863192	56.911024	22.51764333	191.804103	121.137371	130.0000668	66.6245638	59.744459	353.508682	199.416186	28.48416957	69.09768	92.460045	84.841306	91.71205	109.7182544	131.0675403	148.768271
TMA16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP135	12.48777	38.01381	24.888426	24.566448	26.151799	21.790173	16.79182	20.85757	26.075833	31.92564	30.317403	22.69061	13.410832	7.012960532	6.082203	6.025828	8.318815	2.655217	3.5039881	0.66986318	1.834365	33.63838	5.446301	3.66688	0	2.5126912	11.32082	11.097327	13.953521	8.02755	7.7820297	5.798916	7.392322
NUP188	0	12.2584	5.65169	0	0	6.85423	0	0	0	0	0	0	0	5.1707	0	0	11.354	0	5.20056	0	0	0	0	0	0	0	0	0	3.94459	20.0502	0	4.13528	11.7012
TIAF1	45.164523	41.95097	65.064909	58.898858	54.64999	47.86185701	70.086203	49.83055687	52.345635	69.700699	42.12734	72.954671	25.681618	80.085979	50.850551	34.115948	50.173554	12.8598724	15.29705	32.354344	48.746259	49.651037	54.78905667	33.408145	11.306175	11.512487	27.33221	39.497576	52.991105	47.069166	42.86693157	25.146973	40.75063
PIGBOS1	0	0	5.70079	3.61033	4.01535	0	0	0	1.9422	0	0	4.244791	2.229496	2.133038	3.59272	0	0.989546	1.14696	0.878577	2.403584	0.4479	2.563257	0	2.18157	0	0	0	0.932745	0	0	0	0.699137	0
RAD51C	0	0.728039	0.222052	1.4604	0.494509	0.266945	0.400344	0	0	0.233257	0.257998	0	0	0.410169	0	0	0.224314	0	0	0.221237	0.665027	0.75257	0.768201	0	0	0	0	0.697085	0	0	0	0	0
GFOD1	0	0	1.34655	0	0	0	0	0	0	0	0.522637	0	0	0	0	0	0	0	0.403096	0	0.895801	0	0	0	0	0.637842	0	0.700096	0	0	0	0.646384	0
TULP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLR2D	0.410714	0.313194	0.259133	0.272272	0.225054	0.420971	0.359807	0.536059	0.300432	0.805488	0.319412	0.190433	0.535207	0.771284	0.0997294	0.232504	0.119438	0.0411277	0.503442	0.36516	0.140056	0.228508	0.359528	0.0987853	0.159218	1.16632	0.171248	0.562963	0.361793	0.105741	0.0469456	0.23551	0.217517
SIT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100240735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GJB7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPPIN-WFDC6	0.115746	0.502029	0.350472	0.192212	0.511415	0.276116	0.473901	0.166441	0.226621	0.368236	0	0	0.214617	0.648122	0.174743	0.1799941	0.232004	0	0.158323	0	0.229262	0	0.303357	0	0.476652	0.49874	0	0.730994	0.121213	0.124453	0.222625	0	0
PPP1R7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00839	0	0	0	0	0	0	0	0	0	0	0	0	1.23668	1.21591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEPDC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAZ	1.95737	2.89403	2.67008	3.35789	2.87336	5.02642	3.38495	1.77294	1.45559	2.51158	3.20641	2.10751	4.5272	2.98702	2.78394	1.22954	2.62856	0.22872	1.67282	1.09043	2.0628	3.18029	3.47245	2.26672	3.28514	3.17328	1.41117	2.12883	2.56812	2.07632	1.33255	0.925719	3.41777
EGFL6	0	0.24603	0.4425	0.244512	0.247137	0.263051	0.792013	0.211384	0	0.232913	0.254512	1.16419	0.202104	0.404171	0.879278	0	0.6547	0.105339	0.198216	0	0	0	1.12975	0	0.713465	0	0.492932	0.692454	0.450739	0.154253	0.426187	0.16263	0.230582
LZTS2	0.863556	3.6046	3.95592	3.24795	1.10055	2.77859	2.08028	1.8751	1.62605	4.15625	4.60321	3.07656	1.53525	3.34142	1.64238	2.06337	1.33256	0	1.78111	0.656357	0.986931	3.62172	3.69989	1.79502	8.88727	3.28264	2.52312	3.09508	1.58801	1.86167	1.28057	2.61997	2.71814
CCDC79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F2R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GYPC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLHC1	0.0678023	0	0	0	0	0	0	0	0	0.107349	0.11851	0.135915	0	0	0	0	0	0	0	0	0	0	0.0885322	0	0	0	0	0	0	0	0	0	0
MAN1B1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPB8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA1919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FXYD6	0.0363931	0.201635	0.0554166	0.081327	0	0.0666406	0.0166935	0.0176281	0	0.1151163	0.0642646	0.0489654	0.0337623	0	0.0184115	0	0.0362222	0	0.0653127	0.0358136	0.0533169	0.0313859	0	0.0494242	0.0959966	0.291748	0.024899	0.013732	0.0256276	0	0.0525161	0.0269355	0.0178769
KCNV2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LPCAT4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPH7	1.51502	3.83451	1.82073	1.75619	2.33397	2.05062	0.634626	0	1.42504	2.65251	2.50378	0.515115	4.48144	2.8067	2.46258	1.53267	1.82077	0.518959	0.326572	1.12918	1.79976	0.424781	0.314947	0.721783	0.19011	0.833622	0.286287	0	1.5431	0.674009	0	0.544929	0.915332
LINGO2	0.36913	0.623241	0.568806	0	0	2.0597	0	0	0	0	1.99039	0	0	0	0.566198	0	0	0	0	0	0	0	0.489195	0	1.17823	0.809094	0	0.88593	0	0	0.553025	0	0
MORN5	0.959257	0.259403	0.459758	1.04516	0.535075	0	0.209991	0	0	0	0.469848	0.310376	1.22571	1.20569	0	0	0.228645	0	2.68203	1.17786	1.13908	1.05613	0.400643	0.846582	1.34851	3.04598	0.162705	0.994503	0	0.863568	0.235869	0.438437	0
LOC440600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HECW2	0	0	0	0	0	0	0.180954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCHH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35C2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR86-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANXA1	0	0	0	0	0	0	0	0.0498019	0.0519713	0	0	0	0	0.14554	0.104355	0	0.158501	0	0	0	0	0	0.0453733	0.142608	0.0544392	0	0	0.0412872	0	0.0373446	0	0	0.161275
SRPR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEMIP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FXYD5	0	0	0	0	0	0	0	0	4.04207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STK19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL41	17.915603	69.71766	55.849417	118.347682	59.863484	32.950623	26.408802	33.348889	40.11586	30.518966	23.34301302	13.164825	27.146587	26.259788	22.773118	11.534701	9.42297	1.8368794	7.353994	31.980157	55.570765	87.611862	43.205004	6.487594	3.866965	0.577607	24.885974	43.867803	23.914518	29.756506	28.730677	30.52621	26.544174
FAM71F1	0.856381	9.40068	4.16955	8.56584	2.611	4.70246	3.52359	3.46155	13.114	9.30792	1.21174	0	0.973104	1.44284	0.779493	3.26571	4.21278	0.252908	0	2.85522	2.08113	8.38279	2.47764	2.83843	0	0	2.36903	2.2471	7.00978	5.9013	1.76918	2.64121	1.34213
GALNT3	0.377902	1.210112	0	0.894117	1.66857	0	0.937533	0.0955973	0.656406	0.588646	0.650951	0.559169	0.4877827	0.2200932	0.429447	0.439891	0.5208986	0	0.514293	0.48289	0.748997	0.892192	0.448501	0.552105	0.581971	0.598002	0.528209	0.55825	0.52362	0.4681282	1.53961	0.4759164	1.44066
LOC100507642	5.85776	25.76029	8.42064	30.41894	30.09281	0.839204	0.425474	3.101033	0.419763	1.46438	1.4491512	0.6840175	2.600767	0.887819	0.0896283	0	0	0.0422817	0	0.334333	0.191224	34.13316	0	0	0.4375624	0.0681386	6.320146	8.350358	3.834591	5.803643	6.068097	2.725747002	1.609804
DEPDC4	0	0	0	0.799353	0.813053	0	0	1.38456	0.360184	0	0	0	0	0	0	0.285505	0	0	0	1.81768	0	1.23398	0	0	0	0	0.507141	0.571086	0	0.514962	0	0	0
GSN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDFY2	0.169793	0	0	0	0.493676	0	0	0.235713	0	0	0	0	0	0.204973	0	0.172732	0.635498	0	0	0	0	0.529829	0	0	0	0.351678	0.175199	0	0	0	0	0	0
AKR1E2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMOC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGFLR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAD2L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927481	1.3920366	2.5489	1.07388716	1.788971	2.19732417	1.39313687	2.65588	1.18587	3.58852099	3.70457482	3.26930315	0.784461	3.1901109	3.181089	0.58623608	2.215	0.727823	0.9620371	6.61826041	2.69957591	1.87072645	1.595936917	2.0811115	1.60287	6.54667	2.53405	0.623231	2.63424735	0.80146584	0.521581	2.07341875	3.24567	3.59159
NCF1B	2.44142	1.63419	1.12068	2.04352	0.831427	3.14999	1.34671	1.41597	0.736687	1.1773	0.434856	0.49809	0.347425	0	0	0	0	1.44356	1.6808	0	2.61016	0.946323	0.322159	3.05114	8.1317	0	0.259191	0.583978	1.2839	1.57952	0.725994	3.23486	0.770366
CPAMD8	20.718254	12.863418	15.80589	14.96341	10.96188	14.61719	10.53301	12.19437	7.429109	16.22114	14.4984	10.700856	23.470532	3.20011	3.7885664	0.718545	3.79729	2.68535	38.74341	13.38978	22.32768	6.388983	18.75644	28.75645	65.11129	4.4942	8.45822	14.224601	12.227036	16.89265	28.648271	16.31358	21.757468
LOC101409256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100420587	0	0	0	0.505405	0	0	0	0	0	0.483459	1.42884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UTP6	30.27426	24.96047	17.845454	18.47524	21.7123	22.21788	19.09827	18.79038	18.83873	25.15902	22.22689	11.102121	29.510556	20.178221	16.76447	15.725233	13.6981	7.912623	71.56405	43.316588	46.989204	30.63669	19.92056	87.09728	59.05761	46.04593	28.451205	31.93213	24.904288	37.96317	31.867588	26.61096	25.53120042
RASA2	0	0	0	0	0	1.36331	0	0.357463	0	0.792555	0	1.50897	0	1.38906	0	0	0	0	2.376	0	1.1297	0	0	1.36921	4.69215	4.82943	0.523318	0	3.37063	1.86076	0	0.272212	0.777962
ERO1B	0.637379	0	1.65036	0	0.459545	1.15599	1.36345	0.261375	0	0	0	0.915014	0.773823	1.1454	1.50848	0.323944	0.277794	0.0671613	0.248718	0	0.686658	0	0.238196	1.1242	3.57141	3.71864	0.0971187	0	1.42874	0.97812	0.266211	0.699517	0.282894
TIMM9	38.848591	23.42771623	29.944038	36.64566795	36.750916	36.9882	28.7755393	43.341788	17.838071	33.73262	24.70986005	23.05834082	36.011584	63.077592	36.681445	25.559797	38.95943907	12.92462691	55.382595	61.251091	93.078561	35.5610129	33.42975765	51.64065906	137.805463	41.54088718	33.311754	34.4825128	36.989281	39.810982	28.327663	37.637604	34.787727
PRR5	0	0.54013	0.247042	0	0	0.297165	0.22271	0.234449	0.487558	0.519072	0	0.329064	0.923036	2.7366	0	0.967788	0	0.119972	0.222856	0	0.739912	0	0	0.896961	10.767	1.40601	0.3459	0.581225	1.36372	0.69973	1.9165	0.357857	0
HYMAI	0.624706	1.81562	0	0	0.792591	0	0.427796	0	0	0.249292	0	0.948202	1.10851	2.62895	0	1.85954	0	0	0.64229	0.236392	0	0	0	0	3.69372	0.337611	0	0.558429	0.982694	0	0	0	0
TGFA	0	0	0	0	0	3.6743	0	0	1.00289	0	3.54182	2.71125	4.68319	0	3.01973	0	2.04315	0	0	1.00955	0	0.851362	1.7395	0.916959	1.04885	5.77065	0	0	0	0	0	0	0
LINC00923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHRS13	0	0	0	0	0	0	0	0	0	0	0.977541	0.559717	0	0	0	0	0	0	0	1.25244	0	0	0	0	0	0	0.290321	0	0	0	1.22361	0	0.432865
LOC441155	0.108789	0.719389	0.714721	0.419537	0.73323	1.4646	1.03853	1.35634	0.581211	1.71319	0.518335	1.58126	0.730035	1.2178	0.984786	0.360853	0	0.160529	0.867873	0.328102	0.657428	0.97768	0.610065	0.448469	1.70931	0	0.231953	1.2224	0.227792	0.584691	0.159394	0.119498	0.48384
ZNF503-AS1	0	0	0	0	0	0.447613	0	0	0	0.196054	0	0.16542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.431864	0	0	0	0
TAS2R4	3.34382	5.99223	4.60966	4.03696	1.25901	11.766	11.878	12.2659	6.17199	5.4445	7.84047	11.7422	0.71888	0.24058	0.703883	1.57199	0	0	1.70591	0.813132	0	2.23961	0.404292	0.423328	2.48417	2.47446	3.63864	4.27053	7.35285	4.61172	6.7655	3.60691	13.8048
GRID2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.590558	0	0	0
LOC101927043	6.265231	6.245224	9.08278	7.898036	5.030679	9.765547	10.25686	5.306471	3.320054	10.960578	7.951282	15.951922	72.04662	13.810863	13.262298	5.953639	9.608131	1.563049	5.8807366	4.528052	4.746985	5.8242178	1.811703494	2.713258	33.963644	15.763283	2.767461	8.14948	7.979394	3.793853	4.156075	3.217653	11.7467
ZYG11B	0.49084	3.59868	0.964488	3.91224	1.75587	1.20135	0.685934	0	8.10552	1.00414	2.35506	4.44742	3.4965	0	0	1.90796	0.825764	0.746192	0	1.4622	1.46671	2.14145	1.39717	0	0.983172	3.40906	0.705306	3.9209	0.570228	3.00064	0	0	0
CHAC2	39.87166	49.06318	48.45457	53.9884	46.02087	49.98273	56.95717	51.88639	37.73727	34.62934	39.20142	63.41773	36.3184	29.29019	16.26151	12.81659	10.93963	4.771719	30.82285	61.59397	99.051016	45.04008	3.56219	23.208139	67.32585	54.71348	30.26472	36.49877	47.42949	43.765	38.4457	47.327137	48.63218
LOC101927845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.96236	0	0
CCNL2	12.258523	0.132038155	0.348433596	0.368095163	0.321242	0.197631423	0.069312947	0.384538127	0.603138089	0.97989	0.235374562	0.20716986	6.9013529	84.88613	182.38078	125.671835	200.885597	1.072373704	3.74668	5.084767	10.980298	1.41527002	47.171963	21.214244	15.084025	1.047434	12.928462	19.24889977	7.977835	9.653286594	13.430583	4.54456	8.053337
NBPF14	25.857884	4.341843	3.213868	4.2055318	6.44349	10.457545	7.549015	7.884618	6.6562	9.680379	8.666576	11.12277615	20.32912579	27.646623	14.88273	17.37763608	20.6048	4.925092015	74.25488666	67.365422	99.8585197	14.71881705	16.276216	55.70799001	409.3690437	1.911815	35.506597	52.10829262	28.7529457	48.040698	59.282319	26.170216	30.60752
COX6A2	7.05246	0.339993	0.0851896	0.391071	0.6125909	4.003841	0.9451911	0.68347708	0.984003	0.600322	2.18871	0.284778	2.044913	5.85225	6.84702	4.8919709	7.418270006	1.722699	19.907457	11.01953003	4.991272948	0.442632	3.231336	8.641257	50.83875	2.045102	5.885885	8.333104	4.03323	5.234035	5.47737	7.18882	4.445487
KLRG1	1.70856	0.484445	0.364703	0.689211	0.36083	1.19311	0.827197	0.730299	0.562367	0.647832	0.444282	0.575782	1.12071	0.600568	0.798608	1.72065	1.413844	0.383754	13.12737	5.10118	3.106194	0.828763	1.456290437	7.86612	3.50473	1.57204	1.6808506	4.33617	2.55324	3.573617337	8.43906	1.01223	3.967653
ZNF596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC153910	12.924351	14.09096	24.8712	25.15035	15.680624	40.26771	20.097975	27.4914	34.345822	45.72146	43.506481	17.258205	18.32669	77.87252	82.57004	117.54542	131.46938	66.17693	2.834686	3.568932	4.130196	24.984558	18.448608	15.946076	4.088284	31.26912	24.185447	24.84533	29.953031	21.447896	23.38872	14.720131	18.194052
ABCA2	12.449134	4.333478	8.11151	4.660249	4.592453	28.24009	7.276512	11.143962	12.781629	9.07586	21.994909	10.35665	20.425183	35.078234	29.756138	33.09519	22.26461	11.390339	19.097043	24.68841	27.051548	6.505084	6.904363	34.518939	15.836705	2.31129	8.3473713	11.974098	13.82723	17.336192	13.154241	9.909225	9.637215
KIAA1279	0.118772	0.39121	1.29966	0	0.354326	3.85868	1.37396	0.79521	1.53636	0.192165	1.42755	2.22493	1.55382	2.65488	2.10001	0.587896	5.70295	1.19931	0.74121	1.02073	1.49993	0	1.32825	0.784549	0.902792	1.09508	0	1.08345	0.469593	0.735044	0.668255	0.346524	3.58127
AKR1C1	0.650593	0.547412	0	0.546727	0.556076	12.6742	0	0.946771	0	8.40561	4.66245	0	1.85411	9.64605	2.98693	12.0925	6.56818	1.4443	2.24476	0.995324	0.499241	3.36982	0	3.17765	1.55391	0	1.03339	0	0.684811	0.351101	1.94555	0.71919	1.03338
RPL37A	10.624675	19.94157394	13.919168	18.0064502	10.465033	16.7522449	24.806783	18.466024	29.3498725	25.357355	28.10695213	24.242955	48.040606	28.246917	26.07530717	16.507573	25.412198	9.613208003	8.66147	6.108295	8.614456083	13.9885517	13.023412	9.996547	8.0045379	33.22722511	11.0922805	17.584241	15.26228955	11.343364	12.867008	13.27522	21.4832299
ZNF557	35.703299	50.223863	54.74641	54.54494807	46.56778735	50.63086	46.902726	51.489134	43.27327	45.28854127	42.419344	45.90082	43.332553	39.946643	60.535438	38.61292	39.041147	31.818206	26.722933	35.719202	21.5638976	49.033343	36.71622	20.368302	17.748578	33.1923615	34.23608455	37.8234869	24.865985	33.10891353	27.72638919	22.22527	23.1652432
CECR2	0	10.1382	15.3892	36.2624	15.0213	16.0624	29.5039	28.97	7.98354	30.138	14.2425	14.5787	2.43801	36.85	19.3278	13.9251	7.60876	7.10665	4.1502	13.3785	2.54221	24.0334	2.16614	3.33558	4.40447	27.511	4.76276	0	7.62694	17.8372	0	1.41196	9.04583
LOC100130476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TDRP	0.21552	0.479112	0.304383	0.351316	0.228845	0.522777	0.135923	0.458419	0.406125	0.288177	0.390123	0.410523	0.790531	0.509206	0.737749	0.253738	0.112002	0.112553	0.397143	0.214186	0.242427	0.403931	0.225635	0.627009	0.670989	0.739909	0.343813	0.258227	0.0909147	0.0893757	0.298253	0.229797	0.456033
UBAP2L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR51E2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QPCT	522.51551	763.51015	1429.705788	1757.797886	923.0812002	1513.471327	2059.64496	2279.95207	1626.858916	1479.91766	1664.2522	2210.63347	970.43509	1384.08742	1195.6023	809.47858	1313.224175	264.95837	472.979683	590.98865	446.22204	437.624726	760.2689	725.61199	46.2209626	236.98683	907.44261	805.982793	608.59859	1176.38016	592.80981	929.35782	353.59395
C16orf70	19.881763	27.806836	37.22397712	32.412298	29.02029454	23.76326002	27.15375421	25.860598	35.63152793	29.268314	38.229542	49.92743511	40.0798378	31.5823066	38.096734	37.241874	34.251845	10.430661	20.858253	27.3537559	28.268076	33.55944698	36.0397097	26.29964208	8.0034735	22.982031	27.6332463	28.2364287	21.401017	29.764973	19.5375844	16.82988823	18.711867
C15orf39	0.601103	0.286373	0.17482	0.0959787	0	0	0.994679	0.831161	0.172602	1.140728	0.815362	0.40311	0.574894	0.323904	1.0732104	0	0.176529	0.0428038	0.684505	0	0.243187	0.0743244	0.0761346	0.350759	0	0	0.9697199	0.0688662	0.060992	0	0.525993	0.128033	0.0898405
